,Name,Age,Nationality,Overall,Potential,Club,Value,Wage,Position
11513,I. Boonen,19,Belgium,64,77,KV Oostende,€850K,€2K,LW
11514,F. Torres,29,Chile,64,65,Audax Italiano,€400K,€1K,LCB
11515,M. Kirkeskov,26,Denmark,64,65,Piast Gliwice,€425K,€2K,LB
11516,Y. Kobayashi,29,Japan,64,64,Nagoya Grampus,€350K,€2K,LCM
11517,L. Gómez,22,Argentina,64,75,Club Atlético Banfield,€775K,€3K,RM
11518,A. Bruno,34,Italy,64,64,Livorno,€220K,€1K,CM
11519,M. Biskupovi?,29,Chile,64,64,Unión La Calera,€350K,€1K,CB
11520,P. Leciejewski,33,Poland,64,64,Zag??bie Lubin,€230K,€1K,GK
11521,N. Gulan,29,Serbia,64,64,Royal Excel Mouscron,€350K,€3K,LB
11522,A. Askar,32,Ethiopia,64,64,Sarpsborg 08 FF,€250K,€1K,RB
11523,F. Schiller,28,Germany,64,65,VfL Osnabrück,€400K,€1K,CB
11524,F. Herzenbruch,25,Germany,64,67,SC Paderborn 07,€475K,€3K,LB
11525,S. Pinas,20,Netherlands,64,75,ADO Den Haag,€675K,€2K,CB
11526,D. Myrestam,31,Sweden,64,64,GIF Sundsvall,€300K,€1K,LCB
11527,Lee Ji Nam,33,Korea Republic,64,64,Jeonnam Dragons,€180K,€2K,CB
11528,A. Al Kassar,27,Saudi Arabia,64,64,Al Faisaly,€300K,€4K,GK
11529,J. Rivas,30,Colombia,64,64,Millonarios FC,€325K,€1K,CB
11530,K. Fickentscher,29,Switzerland,64,65,FC Sion,€350K,€5K,GK
11531,R. Allsop,26,England,64,67,Wycombe Wanderers,€400K,€2K,GK
11532,B. Murphy,35,Republic of Ireland,64,64,Cardiff City,€110K,€5K,GK
11533,Y. Otubanjo,25,Nigeria,64,67,LASK Linz,€575K,€3K,ST
11534,K. Mensah,27,Denmark,64,64,Brøndby IF,€475K,€6K,ST
11535,S. Bösel,23,Germany,64,70,SG Sonnenhof Großaspach,€600K,€1K,RDM
11536,S. Schiek,28,Germany,64,64,SC Fortuna Köln,€350K,€1K,LB
11537,M. Cortés,35,Argentina,64,64,Curicó Unido,€190K,€1K,LDM
11538,Jean Carlos,22,Brazil,64,72,Granada CF,€675K,€2K,LM
11539,O. Kurt,23,Turkey,64,69,SC Fortuna Köln,€600K,€1K,CM
11540,C. Psyché,29,France,64,64,Kristiansund BK,€350K,€1K,CB
11541,Q. Lecoeuche,24,France,64,70,US Orléans Loiret Football,€525K,€2K,LB
11542,Juli Morrinhos,30,Brazil,64,64,Chapecoense,€425K,€4K,CAM
11543,P. Bürger,31,Austria,64,64,SV Mattersburg,€400K,€5K,ST
11544,S. Glarner,30,Switzerland,64,64,FC Thun,€325K,€3K,RB
11545,F. Tchenkoua,25,Cameroon,64,65,FC Carl Zeiss Jena,€525K,€1K,LM
11546,L. Jensen,23,Denmark,64,70,Vendsyssel FF,€625K,€2K,RM
11547,A. Adam,23,Saudi Arabia,64,73,Al Taawoun,€700K,€5K,ST
11548,M. Laurent,26,Belgium,64,66,KAS Eupen,€550K,€3K,CAM
11549,N. Belvito,31,France,64,64,Grenoble Foot 38,€400K,€2K,ST
11550,Alex Rodríguez,24,Spain,64,68,Motherwell,€575K,€2K,CM
11551,T. Holmes-Dennis,22,England,64,70,Bristol Rovers,€525K,€2K,LB
11552,J. Ertlthaler,21,Austria,64,71,SV Mattersburg,€650K,€3K,CAM
11553,M. Thurnwald,19,Austria,64,74,SK Rapid Wien,€600K,€2K,RB
11554,A. Melgalvis,28,Norway,64,64,Lillestrøm SK,€450K,€1K,RM
11555,A. Busin,22,France,64,72,AS Nancy Lorraine,€675K,€2K,RW
11556,N. Giménez,22,Argentina,64,73,San Martin de Tucumán,€675K,€3K,CM
11557,J. Báez,23,Uruguay,64,71,Cosenza,€625K,€10K,LW
11558,F. Ünver,21,Turkey,64,76,Bursaspor,€725K,€3K,CB
11559,Pascu,18,Spain,64,82,Valencia CF,€925K,€3K,CM
11560,M. Qasem,23,Saudi Arabia,64,72,Al Ittihad,€575K,€6K,LB
11561,M. Poaty,20,France,64,74,ESTAC Troyes,€625K,€4K,LB
11562,N. Jambor,22,Croatia,64,72,Rio Ave FC,€650K,€2K,CM
11563,K. Eisele,23,Germany,64,73,Hallescher FC,€525K,€1K,GK
11564,Hong Jung Nam,30,Korea Republic,64,64,Jeonbuk Hyundai Motors,€290K,€2K,GK
11565,D. González,28,Colombia,64,66,Atlético Bucaramanga,€425K,€1K,CB
11566,Mayoral,21,Spain,64,79,AD Alcorcón,€1M,€3K,RM
11567,J. Todibo,18,France,64,78,Toulouse Football Club,€850K,€2K,CB
11568,A. Madu,24,Saudi Arabia,64,71,Al Nassr,€550K,€6K,CB
11569,Edu Frias,19,Spain,64,78,RCD Espanyol,€800K,€1K,GK
11570,J. Gundersen,22,Norway,64,73,Tromsø IL,€600K,€1K,LCB
11571,N. Landgraf,22,Germany,64,72,Hallescher FC,€575K,€1K,LCB
11572,T. Müller,20,Germany,64,75,Hallescher FC,€600K,€1K,GK
11573,W. Bianda,18,France,64,81,Roma,€850K,€4K,CB
11574,J. Al-Hazaimeh,26,Germany,64,66,VfL Sportfreunde Lotte,€450K,€1K,LB
11575,T. Ogihara,26,Japan,64,67,Yokohama F. Marinos,€475K,€2K,CM
11576,T. Campbell,18,England,64,82,Stoke City,€950K,€5K,ST
11577,K. Mazek,23,Poland,64,67,Zag??bie Lubin,€575K,€2K,RM
11578,M. Suzuki,24,Japan,64,68,V-Varen Nagasaki,€600K,€1K,ST
11579,E. Smith Rowe,17,England,64,85,Arsenal,€975K,€10K,LW
11580,T. Al Ammar,18,Saudi Arabia,64,79,Al Shabab,€925K,€3K,CM
11581,M. Amundsen,25,Norway,64,68,Lillestrøm SK,€500K,€1K,RCB
11582,Dêniro Prestes,30,Brazil,64,64,Ceará Sporting Club,€425K,€5K,ST
11583,A. Tarbell,24,United States,64,68,San Jose Earthquakes,€425K,€1K,GK
11584,S. Hughes,21,England,64,75,Leicester City,€675K,€8K,CB
11585,O. Skipp,17,England,64,83,Tottenham Hotspur,€800K,€6K,CDM
11586,G. Alanís,24,Argentina,64,70,Belgrano de Córdoba,€625K,€3K,LCM
11587,J. Yaro,24,Ghana,64,69,Philadelphia Union,€500K,€2K,CB
11588,H. Traorè,18,Ivory Coast,64,83,Empoli,€925K,€2K,CAM
11589,M. Sarr,23,Germany,64,70,VfR Aalen,€525K,€1K,CB
11590,T. Yonemoto,27,Japan,64,64,FC Tokyo,€475K,€3K,RDM
11591,M. Wachs,22,Germany,64,72,SV Wehen Wiesbaden,€575K,€2K,LB
11592,K. Dennis,28,England,64,64,Notts County,€475K,€5K,ST
11593,A. Borgmann,23,Germany,64,67,VVV-Venlo,€475K,€2K,LB
11594,J. Sierra,21,Ecuador,64,74,Lobos BUAP,€725K,€8K,RDM
11595,Jung Da Hwon,30,Korea Republic,64,64,Jeju United FC,€325K,€2K,LB
11596,M. Schulze,29,Germany,64,64,VfL Sportfreunde Lotte,€350K,€1K,RB
11597,T. Lee,32,Japan,64,64,Urawa Red Diamonds,€350K,€3K,CF
11598,G. Scamacca,19,Italy,64,74,PEC Zwolle,€725K,€6K,ST
11599,P. Dimitriadis,32,Sweden,64,64,AIK,€350K,€2K,CM
11600,Du Wei,36,China PR,64,64,Guizhou Hengfeng FC,€60K,€2K,CB
11601,M. Thiede,26,Germany,64,65,Karlsruher SC,€425K,€2K,RB
11602,J. Bartkowski,26,Poland,64,65,Wis?a Kraków,€425K,€2K,RB
11603,M. Mirahmetjan,27,China PR,64,65,Tianjin TEDA FC,€500K,€4K,RCM
11604,L. Vaca,22,Bolivia,64,73,,€ 0,€ 0,ST
11605,J. Galeano,29,Argentina,64,64,Club Atlético Aldosivi,€425K,€3K,LCM
11606,Luis Muñoz,21,Spain,64,74,Córdoba CF,€650K,€2K,CB
11607,H. Wright,20,United States,64,77,FC Schalke 04,€875K,€5K,ST
11608,Borja Llarena,19,Spain,64,81,CD Tenerife,€975K,€1K,ST
11609,H. Lingani,30,Ivory Coast,64,64,AS Béziers,€325K,€1K,CB
11610,G. Torromino,30,Italy,64,64,Lecce,€425K,€1K,LW
11611,M. Huber,28,Austria,64,65,TSV Hartberg,€400K,€2K,CB
11612,R. Seigers,20,Belgium,64,75,KRC Genk,€675K,€2K,CB
11613,J. Serrano,20,France,64,77,AS Monaco,€775K,€8K,LB
11614,T. Holý,26,Czech Republic,64,68,Gillingham,€400K,€2K,GK
11615,C. Johnson,21,England,64,70,Accrington Stanley,€525K,€1K,RB
11616,A. Al Khaibari,21,Saudi Arabia,64,76,Al Shabab,€725K,€5K,LDM
11617,I. Savane,24,France,64,69,AS Béziers,€500K,€1K,LB
11618,Roberto López,18,Spain,64,84,Real Sociedad,€925K,€3K,CAM
11619,J. Proctor,26,England,64,65,Rotherham United,€550K,€8K,ST
11620,B. Vandenbussche,36,Belgium,64,64,KSV Cercle Brugge,€60K,€2K,GK
11621,J. Wright,23,Wales,64,70,Doncaster Rovers,€525K,€2K,CB
11622,S. Gregersen,23,Norway,64,71,Molde FK,€550K,€2K,CB
11623,Kim Jungya,30,Korea Republic,64,64,Vegalta Sendai,€325K,€1K,CB
11624,E. Banda,20,Zambia,64,74,KV Oostende,€725K,€3K,CAM
11625,M. Karlsen,28,Norway,64,64,Ranheim Fotball,€475K,€1K,ST
11626,F. Jensen,25,Norway,64,68,SV Zulte-Waregem,€575K,€3K,CM
11627,D. Stec,24,Austria,64,69,Pogo? Szczecin,€500K,€1K,RB
11628,H. Mahou,18,France,64,77,OGC Nice,€800K,€4K,RW
11629,J. Sargent,18,United States,64,84,SV Werder Bremen,€950K,€3K,ST
11630,O. Kanté,28,France,64,65,Paris FC,€400K,€2K,LCB
11631,Yang Xu,31,China PR,64,64,Tianjin Quanjian FC,€400K,€5K,ST
11632,H. Mascorro,21,Mexico,64,74,Club León,€725K,€5K,LM
11633,M. Maouche,25,France,64,68,Oldham Athletic,€575K,€4K,CM
11634,M. Al Fehaid,28,Saudi Arabia,64,65,Al Fateh,€400K,€6K,LDM
11635,Mi Haolun,25,China PR,64,68,Tianjin Quanjian FC,€475K,€4K,LB
11636,M. Ambichl,27,Austria,64,64,SKN St. Pölten,€475K,€4K,CM
11637,Jauregi,21,Spain,64,71,Levante UD,€650K,€2K,ST
11638,J. Mitchell,23,England,64,69,Oxford United,€425K,€5K,GK
11639,Hui Jiakang,29,China PR,64,64,Tianjin TEDA FC,€450K,€4K,LW
11640,V. Selimovi?,21,Serbia,64,71,FC Metz,€550K,€1K,CB
11641,T. Cywka,30,Poland,64,64,Lech Pozna?,€325K,€2K,CDM
11642,J. Rask,29,Denmark,64,64,Hobro IK,€300K,€2K,GK
11643,C. Shaughnessy,22,Republic of Ireland,64,74,Leeds United,€625K,€7K,CB
11644,Luis Rioja,24,Spain,64,66,UD Almería,€550K,€2K,LM
11645,R. Meléndez,19,Chile,64,77,Audax Italiano,€850K,€1K,CAM
11646,J. Valencia,25,Colombia,64,69,Rionegro Águilas,€425K,€1K,GK
11647,Wang Shangyuan,25,China PR,64,67,Henan Jianye FC,€550K,€4K,CM
11648,N. Bishop,36,England,64,64,Mansfield Town,€140K,€3K,LCM
11649,R. Jaadi,23,Belgium,64,69,Royal Antwerp FC,€600K,€3K,LW
11650,A. Mandrea,21,France,64,70,Angers SCO,€450K,€2K,GK
11651,E. Smith,21,Sweden,64,73,KAA Gent,€600K,€3K,CDM
11652,C. Timite,20,Ivory Coast,64,77,Amiens SC,€875K,€3K,ST
11653,Dillson Teixeiro,34,Brazil,64,64,Paraná,€240K,€5K,ST
11654,A. Williams,31,England,64,64,Northampton Town,€400K,€4K,ST
11655,D. Phillips,34,Jamaica,64,64,Real Salt Lake,€130K,€2K,LB
11656,M. Samuelsen,21,Norway,64,75,VVV-Venlo,€775K,€12K,RW
11657,H. Canbazo?lu,30,Turkey,64,64,BB Erzurumspor,€290K,€2K,GK
11658,K. Sanson,21,France,64,71,Montpellier HSC,€650K,€4K,LM
11659,M. D'Arpino,22,France,64,74,US Orléans Loiret Football,€725K,€1K,CM
11660,J. Hayes,23,United States,64,72,FC Dallas,€650K,€2K,CM
11661,M. Söderqvist,25,Sweden,64,69,Kalmar FF,€600K,€1K,ST
11662,M. Kvasina,21,Austria,64,69,SV Mattersburg,€625K,€4K,ST
11663,A. Bongiovanni,18,Belgium,64,79,KSV Cercle Brugge,€925K,€6K,CAM
11664,S. Eremenko,19,Finland,64,80,Spartak Moscow,€950K,€1K,CM
11665,E. Wahlström,31,Sweden,64,64,BK Häcken,€300K,€1K,CB
11666,A. Blomqvist,23,Sweden,64,69,Trelleborgs FF,€500K,€1K,LCB
11667,C. Senior,21,England,64,74,Colchester United,€725K,€3K,RM
11668,T. Sandoval,19,Argentina,64,80,Club Atlético Colón,€975K,€2K,ST
11669,A. Rose,28,Australia,64,64,Motherwell,€450K,€2K,CM
11670,D. Gnaase,21,Germany,64,72,FC Würzburger Kickers,€650K,€1K,LDM
11671,M. Tavernier,19,England,64,82,Middlesbrough,€975K,€6K,LW
11672,T. Nydam,18,England,64,79,St. Johnstone FC,€925K,€1K,CM
11673,D. Lajud,19,Mexico,64,75,Monterrey,€750K,€5K,ST
11674,M. Fontaine,31,France,64,64,Red Star FC,€300K,€2K,CB
11675,B. Richards-Everton,26,England,64,67,Accrington Stanley,€475K,€1K,CB
11676,D. Kiki,24,Benin,64,68,Stade Brestois 29,€500K,€2K,LB
11677,D. Stanese,24,Canada,64,69,FC Energie Cottbus,€500K,€1K,CDM
11678,V. Vukadinovi?,27,Serbia,64,64,Sparta Praha,€475K,€1K,RM
11679,H. Morita,23,Japan,64,70,Kawasaki Frontale,€525K,€2K,LDM
11680,Echu,20,Spain,64,74,CF Rayo Majadahonda,€725K,€1K,RM
11681,Juan Ibiza,22,Spain,64,73,UD Almería,€600K,€5K,CB
11682,D. James,20,Wales,64,79,Swansea City,€1M,€5K,LW
11683,G. Perrin,22,France,64,75,US Orléans Loiret Football,€775K,€2K,RW
11684,M. Munetsi,22,Zimbabwe,64,71,Orlando Pirates,€550K,€1K,CB
11685,D. Potter,33,Republic of Ireland,64,64,Rotherham United,€180K,€7K,CDM
11686,K. Antonsen,23,Norway,64,73,Tromsø IL,€675K,€1K,RCM
11687,A. ?ulina,26,Croatia,64,64,Cracovia,€475K,€2K,LM
11688,D. Williams,30,Australia,64,64,Wellington Phoenix,€425K,€1K,LS
11689,A. Poúngouras,22,Greece,64,72,Panathinaikos FC,€575K,€1K,CB
11690,Junio,21,Brazil,64,74,Rio Ave FC,€625K,€4K,RB
11691,K. Sheppard,27,Republic of Ireland,64,64,Cork City,€475K,€1K,RM
11692,K. Müller,27,Germany,64,67,FC St. Pauli,€375K,€3K,GK
11693,N. Thomas,23,England,64,70,Notts County,€625K,€3K,LM
11694,C. Morrison,18,Scotland,64,77,Heart of Midlothian,€800K,€1K,RM
11695,E. Oelschlägel,22,Germany,64,73,Borussia Dortmund,€525K,€6K,GK
11696,S. Camara,25,France,64,66,Le Havre AC,€450K,€2K,LB
11697,Lim Jong Eun,28,Korea Republic,64,65,Ulsan Hyundai FC,€400K,€2K,CB
11698,A. Jones,23,England,64,70,Bradford City,€625K,€3K,ST
11699,Kako Sanz,25,Spain,64,67,CD Numancia,€550K,€5K,CM
11700,S. Reese,24,Denmark,64,69,AC Horsens,€500K,€4K,CB
11701,Y. Ito,24,Japan,64,69,Kashima Antlers,€500K,€2K,RB
11702,C. Winchester,25,Northern Ireland,64,67,Forest Green Rovers,€550K,€4K,CAM
11703,A. Henley,24,Wales,64,67,Real Salt Lake,€475K,€2K,RB
11704,G. Williams,22,Wales,64,69,Forest Green Rovers,€600K,€3K,LM
11705,D. López,26,Colombia,64,64,Jaguares de Córdoba,€475K,€1K,RM
11706,F. Menig,24,Germany,64,67,SC Preußen Münster,€475K,€1K,RM
11707,A. Sheehan,31,Republic of Ireland,64,64,Luton Town,€300K,€2K,CB
11708,A. Barcham,31,England,64,64,AFC Wimbledon,€400K,€2K,LM
11709,Ha Dae Sung,33,Korea Republic,64,64,FC Seoul,€270K,€2K,CM
11710,K. Angielski,22,Poland,64,69,Wis?a P?ock,€625K,€2K,ST
11711,A. Gnanduillet,26,Ivory Coast,64,65,Blackpool,€550K,€3K,RS
11712,M. Mancosu,33,Italy,64,64,Montreal Impact,€280K,€2K,ST
11713,L. Chávez,22,Mexico,64,75,Club Tijuana,€750K,€4K,CM
11714,D. Fox,24,Australia,64,70,Wellington Phoenix,€525K,€1K,CB
11715,A. Gory,21,France,64,74,Le Havre AC,€725K,€2K,LM
11716,Y. Hamza,27,Saudi Arabia,64,64,Al Fateh,€375K,€6K,CB
11717,R. Edwards,22,Canada,64,72,Chicago Fire,€675K,€2K,LM
11718,D. Davari,30,Iran,64,64,MSV Duisburg,€290K,€2K,GK
11719,A. Pucheta,23,Argentina,64,71,San Martín de San Juan,€550K,€3K,LCB
11720,Y. Shimada,27,Japan,64,65,V-Varen Nagasaki,€425K,€1K,CDM
11721,T. Sugeno,34,Japan,64,64,Hokkaido Consadole Sapporo,€180K,€1K,GK
11722,J. Palacios,24,Colombia,64,73,Atlético Bucaramanga,€600K,€1K,CB
11723,Igor,20,Brazil,64,76,FK Austria Wien,€725K,€5K,LCB
11724,R. Sandberg,27,Sweden,64,67,Stabæk Fotball,€375K,€1K,GK
11725,Choi Jong Hoan,30,Korea Republic,64,64,Incheon United FC,€325K,€1K,RB
11726,A. Peña,22,Mexico,64,75,Pachuca,€675K,€5K,RCB
11727,K. Roberts,20,England,64,74,Walsall,€650K,€1K,CB
11728,S. Ngezana,20,South Africa,64,70,Kaizer Chiefs,€525K,€1K,CB
11729,P. Vranjicán,32,Argentina,64,64,Alianza Petrolera,€350K,€1K,ST
11730,L. Santelices,32,Chile,64,64,Curicó Unido,€260K,€1K,GK
11731,J. Pérez,29,Venezuela,64,64,América de Cali,€350K,€1K,RB
11732,A. Taoui,16,France,64,75,Toulouse Football Club,€700K,€3K,ST
11733,R. Harakawa,24,Japan,64,69,Sagan Tosu,€600K,€1K,CM
11734,M. Schwabl,27,Germany,64,64,SpVgg Unterhaching,€375K,€1K,RB
11735,C. Stanko,24,United States,64,68,SC Freiburg,€500K,€4K,CDM
11736,S. Brown,33,England,64,64,Accrington Stanley,€270K,€2K,CM
11737,R. Thellufsen,21,Denmark,64,74,Aalborg BK,€725K,€3K,LM
11738,Lee Keun Ho,22,Korea Republic,64,73,Pohang Steelers,€700K,€2K,RW
11739,J. Jönsson,34,Sweden,64,64,IF Elfsborg,€140K,€1K,CB
11740,A. Rabillard,22,France,64,73,AS Béziers,€700K,€1K,ST
11741,M. Dabo,31,France,64,64,Stade Malherbe Caen,€300K,€5K,LB
11742,L. Del Pinto,28,Italy,64,64,Benevento,€450K,€1K,CM
11743,José Mena,20,Spain,64,76,Sevilla FC,€725K,€2K,CDM
11744,G. Wylde,27,Scotland,64,64,Plymouth Argyle,€475K,€3K,LM
11745,Kim Won Sik,26,Korea Republic,64,66,FC Seoul,€450K,€2K,CB
11746,M. van Bergen,18,Netherlands,64,77,SC Heerenveen,€800K,€1K,RM
11747,A. Martin,28,England,64,64,Exeter City,€375K,€3K,RCB
11748,R. McDonald,26,England,64,67,AFC Wimbledon,€475K,€2K,LCB
11749,D. Collins,37,Wales,64,64,Grimsby Town,€60K,€2K,LCB
11750,J. White,31,England,64,64,Southend United,€300K,€2K,CB
11751,A. Ingegneri,26,Italy,64,69,Palermo,€500K,€1K,CB
11752,R. Swete,28,Austria,64,66,TSV Hartberg,€375K,€2K,GK
11753,Imanol García,22,Spain,64,71,Gimnàstic de Tarragona,€625K,€2K,CM
11754,S. Callegari,21,Argentina,64,73,Newell's Old Boys,€600K,€3K,RCB
11755,E. Israelsson,29,Sweden,64,64,Vålerenga Fotball,€450K,€3K,CAM
11756,M. Al Najrani,25,Saudi Arabia,64,66,Al Fayha,€550K,€7K,RM
11757,M. Bundu,21,Sierra Leone,64,73,Aarhus GF,€700K,€3K,ST
11758,F. Román,22,Colombia,64,73,Millonarios FC,€600K,€1K,RB
11759,T. Figueroa,19,Mexico,64,76,Pachuca,€775K,€4K,LW
11760,T. Inukai,25,Japan,64,67,Kashima Antlers,€475K,€3K,CB
11761,O. Kittner,30,Germany,64,64,SC Preußen Münster,€325K,€1K,CB
11762,M. López,21,Colombia,64,75,Envigado FC,€775K,€1K,LM
11763,A. Winkler,26,Germany,64,66,SpVgg Unterhaching,€450K,€1K,LB
11764,O. Özenç,25,Turkey,64,69,Antalyaspor,€425K,€3K,GK
11765,E. Nketiah,19,England,64,84,Arsenal,€975K,€10K,ST
11766,S. Kamata,29,Japan,64,64,Shimizu S-Pulse,€350K,€1K,RB
11767,G. Nilsson,21,Sweden,64,75,Vejle Boldklub,€775K,€2K,ST
11768,G. Shitolo,28,South Africa,64,64,Orlando Pirates,€375K,€1K,RCB
11769,D. Kutesa,20,Switzerland,64,77,FC St. Gallen,€875K,€3K,RW
11770,C. Rawlinson,26,Wales,64,66,Port Vale,€450K,€3K,RB
11771,D. Slamar,23,Germany,64,71,FC Carl Zeiss Jena,€550K,€1K,LCB
11772,R. O'Donnell,29,England,64,64,Bradford City,€300K,€2K,GK
11773,S. McNulty,34,England,64,64,Tranmere Rovers,€140K,€3K,RCB
11774,J. Tillson,25,England,64,66,Exeter City,€450K,€3K,CDM
11775,P. Arce,26,Mexico,64,65,Club América,€525K,€12K,CAM
11776,D. Frattesi,18,Italy,64,81,Ascoli,€925K,€5K,LCM
11777,Genís,21,Spain,64,71,Levante UD,€550K,€3K,RB
11778,M. Gustafsson,29,Sweden,64,64,IF Brommapojkarna,€425K,€1K,RCM
11779,M. Pfitzner,33,Germany,64,64,Eintracht Braunschweig,€180K,€2K,CDM
11780,J. Duncan,25,Australia,64,67,Al Qadisiyah,€400K,€3K,GK
11781,Thiago Xavier,34,Brazil,64,64,Valenciennes FC,€140K,€2K,LDM
11782,T. Salquist,23,Denmark,64,70,Waasland-Beveren,€525K,€2K,CB
11783,M. Ortíz,23,Argentina,64,69,Club Atlético Talleres,€600K,€4K,RW
11784,João Mendes,23,Portugal,64,69,CD Tondela,€600K,€1K,CM
11785,D. Wotherspoon,28,Canada,64,64,St. Johnstone FC,€450K,€2K,LM
11786,N. Ajose,26,England,64,64,Charlton Athletic,€500K,€3K,ST
11787,B. Traoré,25,France,64,64,Le Havre AC,€400K,€2K,LB
11788,M. Valjent,22,Slovakia,64,70,RCD Mallorca,€525K,€3K,CB
11789,T. Vialla,22,France,64,72,AC Ajaccio,€675K,€2K,CAM
11790,O. Çelik,26,Turkey,64,65,Antalyaspor,€450K,€4K,CDM
11791,N. Siega,27,Italy,64,64,Cittadella,€475K,€1K,CM
11792,Han Yong Su,28,Korea Republic,64,65,Gangwon FC,€400K,€2K,LCB
11793,F. Reynero,29,Chile,64,64,Curicó Unido,€450K,€1K,RW
11794,K. Hazard,22,Belgium,64,70,KSV Cercle Brugge,€625K,€3K,LW
11795,A. Peralta,29,Argentina,64,64,Patronato,€450K,€4K,RM
11796,Y. Kawai,28,Japan,64,64,Shimizu S-Pulse,€450K,€1K,CM
11797,D. van Crooij,27,Netherlands,64,66,VVV-Venlo,€375K,€2K,GK
11798,C. Saldaña,18,Chile,64,77,CD Palestino,€700K,€1K,LB
11799,Z. Udovi?i?,30,Serbia,64,64,Zag??bie Sosnowiec,€425K,€1K,LM
11800,M. Musaka,27,Japan,64,64,Shimizu S-Pulse,€475K,€1K,CM
11801,R. González,24,Mexico,64,70,Club Necaxa,€600K,€3K,RDM
11802,A. Al Dohaim,24,Saudi Arabia,64,69,Al Ittihad,€500K,€6K,CB
11803,R. Takeuchi,27,Japan,64,65,Shimizu S-Pulse,€500K,€1K,RCM
11804,K. Ramírez,24,Uruguay,64,70,Club Atlético Tigre,€625K,€3K,CAM
11805,Borja Garcés,18,Spain,64,83,Atlético Madrid,€950K,€5K,ST
11806,M. Crooks,24,England,64,70,Northampton Town,€600K,€3K,RM
11807,E. Mastrolía,27,Argentina,64,68,Club Atlético Talleres,€400K,€3K,GK
11808,P. Golubovi?,23,Serbia,64,68,KV Kortrijk,€500K,€3K,RB
11809,D. Luxbacher,26,Austria,64,66,SKN St. Pölten,€550K,€4K,LCM
11810,M. Ali,20,Saudi Arabia,64,73,Vitesse,€600K,€2K,CDM
11811,A. Danladi,22,Ghana,64,72,Minnesota United FC,€675K,€2K,ST
11812,F. Grahl,26,Argentina,64,65,San Martín de San Juan,€525K,€3K,LCM
11813,N. Atkinson,19,Australia,64,79,Melbourne City FC,€875K,€1K,RW
11814,A. Wiss,27,Switzerland,64,66,FC St. Gallen,€450K,€3K,LCB
11815,L. Ferroni,22,Argentina,64,72,Newell's Old Boys,€575K,€3K,LB
11816,J. Davidson,27,Australia,64,65,Perth Glory,€425K,€2K,LB
11817,A. Cadavid,27,Colombia,64,68,Itagüí Leones FC,€400K,€1K,GK
11818,B. Ndoye,24,Senegal,64,69,FC Sion,€500K,€5K,LCB
11819,O. Kocuk,22,Turkey,64,73,Bursaspor,€525K,€2K,GK
11820,B. Karamoko,23,Ivory Coast,64,71,FK Haugesund,€550K,€1K,RCB
11821,E. Hernández,35,Mexico,64,64,Club Atlas,€110K,€2K,GK
11822,T. Hilliard-Arce,22,United States,64,71,LA Galaxy,€550K,€2K,CB
11823,Y. Etienne,21,France,64,73,KSV Cercle Brugge,€600K,€8K,LB
11824,F. Mayembo,22,Congo,64,72,Le Havre AC,€575K,€2K,CB
11825,P. Clarke,36,England,64,64,Oldham Athletic,€60K,€2K,LCB
11826,A. Bittroff,29,Germany,64,64,KFC Uerdingen 05,€350K,€2K,RB
11827,M. Königs,28,Germany,64,64,FC Hansa Rostock,€475K,€1K,LS
11828,A. Corsi,29,Italy,64,64,Cosenza,€450K,€1K,RM
11829,J. Calle,27,Colombia,64,64,Independiente Medellín,€475K,€1K,CAM
11830,L. Ndao,23,Senegal,64,69,Waasland-Beveren,€625K,€3K,ST
11831,R. Takasugi,34,Japan,64,64,V-Varen Nagasaki,€140K,€1K,RCB
11832,M. Desler,23,Denmark,64,72,Odense Boldklub,€575K,€3K,RB
11833,B. Morris,22,England,64,75,Wycombe Wanderers,€750K,€2K,CM
11834,B. Moe,26,Norway,64,65,FK Bodø/Glimt,€450K,€1K,CB
11835,Kuki Zalazar,20,Spain,64,80,Real Valladolid CF,€1M,€4K,RW
11836,Montero,19,Spain,64,83,Atlético Madrid,€875K,€4K,CB
11837,F. Ruberto,25,Switzerland,64,70,FC Thun,€450K,€2K,GK
11838,S. Domínguez,30,Chile,64,64,Club Deportes Temuco,€425K,€1K,CM
11839,Jin YangYang,25,China PR,64,69,Hebei China Fortune FC,€500K,€3K,CB
11840,Aitor Ruibal,22,Spain,64,73,CF Rayo Majadahonda,€700K,€5K,RS
11841,J. Nilsen,27,Norway,64,65,FK Haugesund,€500K,€1K,LCM
11842,P. Breier,26,Germany,64,65,FC Hansa Rostock,€525K,€1K,RM
11843,N. Castrillón,22,Colombia,64,75,Deportes Tolima,€675K,€1K,RB
11844,Álex Craninx,22,Belgium,64,72,Molde FK,€500K,€1K,GK
11845,Miguel,18,Spain,64,78,Real Valladolid CF,€950K,€2K,ST
11846,H. Onaga,23,Japan,64,71,V-Varen Nagasaki,€625K,€1K,LM
11847,A. Al Mazaidi,32,Saudi Arabia,64,64,Al Fateh,€260K,€5K,GK
11848,V. Davidsen,26,Faroe Islands,64,64,Vejle Boldklub,€375K,€3K,LWB
11849,Park Sun Ju,26,Korea Republic,64,67,Gangwon FC,€450K,€2K,LB
